Firmicutes,Bacteroidetes,Actinobacteria,Fusobacteria,Proteobacteria,tags
3.129726345,2.687442436,0.015930278,4.026276139,3.197602997,1
4.027822966,3.639499987,4.536452756,4.220872976,1.240246263,1
3.864652301,3.639499987,3.597318478,4.869635922,2.965681367,1
2.809071561,2.303503737,0.015930278,3.918158538,2.965681367,1
3.75501695,3.168142177,3.597318478,4.39231419,1.897154086,1
3.723611584,3.222839771,5.505029055,3.801277257,3.197602997,1
3.431324781,2.947721257,0.015930278,3.38013964,2.965681367,1
3.431324781,3.468966681,4.536452756,3.801277257,3.197602997,1
3.161324429,2.713142655,3.597318478,4.026276139,0.001964174,1
2.788983306,2.463480366,0.015930278,3.38013964,2.689199434,1
3.658672365,3.240620972,4.536452756,3.674085263,2.689199434,1
4.027822966,3.570876807,5.100542355,3.674085263,3.397353901,1
3.647559183,3.031821877,0.015930278,4.126853079,2.689199434,1
2.571031002,3.011251858,0.015930278,3.207154881,0.001964174,1
3.237418328,3.052102727,4.536452756,4.39231419,3.572781561,1
2.809071561,2.303503737,0.015930278,2.782898977,2.689199434,1
3.192245255,3.168142177,3.597318478,4.026276139,1.897154086,1
3.734156183,3.407328034,0.015930278,3.801277257,3.197602997,1
3.864652301,3.652841446,5.505029055,4.616437476,3.72917172,1
3.835568436,3.513526727,3.597318478,3.918158538,1.897154086,1
3.795854809,3.767667798,0.015930278,4.545529107,3.870254764,1
3.669700596,3.483973474,4.536452756,4.470954631,3.998761811,1
2.747947674,2.336949726,0.015930278,2.782898977,1.240246263,1
3.89316142,3.542486721,3.597318478,4.684023366,2.965681367,1
4.0363688,3.851058314,3.597318478,3.918158538,3.870254764,1
3.323730512,2.858412922,4.536452756,3.207154881,3.72917172,1
3.785753206,3.71775855,3.597318478,4.309138717,2.689199434,1
4.0363688,3.791989539,5.100542355,4.309138717,3.572781561,1
3.309698996,3.359306858,0.015930278,3.674085263,2.346862064,1
3.309698996,3.072102424,4.536452756,3.801277257,3.197602997,1
3.494711698,3.556751598,5.505029055,3.801277257,3.397353901,1
2.684119085,2.432872793,3.597318478,3.534585877,3.197602997,1
3.744624271,3.513526727,3.597318478,3.207154881,2.346862064,1
4.019226208,3.570876807,5.505029055,3.674085263,3.572781561,1
3.222517246,3.391497915,5.505029055,3.38013964,2.689199434,1
2.747947674,2.661276076,3.597318478,3.534585877,1.240246263,1
3.405169095,2.947721257,4.536452756,3.674085263,1.897154086,1
4.150981248,3.626033999,5.100542355,4.470954631,3.572781561,1
2.828883941,2.738393051,0.015930278,3.918158538,1.897154086,1
2.995922289,2.787605491,3.597318478,3.674085263,3.197602997,1
2.747947674,2.607475072,3.597318478,4.126853079,1.897154086,1
3.579020023,3.091828657,4.536452756,4.126853079,2.689199434,1
2.905519811,2.763209099,0.015930278,1.121988689,4.327215936,2
2.498662814,2.811596184,3.597318478,2.512447201,3.998761811,2
3.29552967,3.851058314,5.100542355,3.38013964,5.434095908,2
3.519306691,3.498825773,5.820589433,3.674085263,4.820065115,2
2.747947674,3.111288804,0.015930278,2.782898977,4.116752535,2
2.498662814,2.88126363,4.536452756,2.512447201,4.421952246,2
2.747947674,2.713142655,4.536452756,3.207154881,3.998761811,2
3.457014703,3.742928986,4.536452756,3.38013964,4.673725654,2
3.405169095,2.947721257,5.100542355,2.512447201,4.673725654,2
3.613696582,3.598718984,3.597318478,3.207154881,4.888020349,2
3.29552967,3.342937904,5.100542355,3.38013964,4.748750079,2
3.047563888,3.359306858,4.536452756,2.179321054,4.594584687,2
3.161324429,2.55158974,4.536452756,1.745424791,3.998761811,2
3.030554589,3.422986338,5.505029055,1.745424791,4.327215936,2
3.08099244,3.468966681,4.536452756,3.38013964,5.015021868,2
3.457014703,3.803998357,5.820589433,3.674085263,5.478856426,2
2.369346555,2.811596184,3.597318478,2.179321054,3.870254764,2
3.625072658,3.391497915,5.100542355,2.782898977,4.748750079,2
2.662199536,2.738393051,3.597318478,2.179321054,3.998761811,2
3.785753206,3.885372505,5.505029055,3.38013964,5.239722267,2
3.337626872,3.438476519,3.597318478,3.534585877,4.594584687,2
3.669700596,3.851058314,4.536452756,3.010566268,5.186742282,2
3.030554589,3.072102424,3.597318478,3.207154881,4.673725654,2
3.266766568,3.483973474,5.100542355,3.010566268,4.327215936,2
3.08099244,3.326381093,5.505029055,3.38013964,4.421952246,2
3.734156183,3.730398661,5.505029055,3.010566268,5.015021868,2
3.444226923,3.513526727,5.820589433,3.534585877,5.387902078,2
3.192245255,3.149438892,0.015930278,2.782898977,4.51084907,2
2.31418989,2.787605491,3.597318478,2.512447201,4.225818693,2
2.498662814,2.687442436,4.536452756,1.121988689,4.421952246,2
2.25684038,2.738393051,3.597318478,3.38013964,4.820065115,2
2.523191109,2.55158974,3.597318478,2.512447201,3.572781561,2
3.494711698,3.468966681,5.100542355,3.207154881,4.820065115,2
3.378530444,3.240620972,4.536452756,2.782898977,4.748750079,2
3.60223009,3.422986338,6.079363026,3.010566268,5.478856426,2
2.44831855,2.661276076,0.015930278,2.179321054,4.225818693,2
3.013342356,3.168142177,5.505029055,2.512447201,3.998761811,2
3.590671731,3.839436453,4.536452756,3.534585877,5.290825392,2
3.469690129,3.391497915,4.536452756,3.010566268,4.594584687,2
3.785753206,3.885372505,4.536452756,3.207154881,5.605363917,2
3.469690129,3.498825773,5.100542355,2.179321054,4.594584687,2
3.222517246,3.20483668,3.597318478,2.512447201,4.820065115,2
3.734156183,3.81590804,0.015930278,3.918158538,5.015021868,2
2.594368915,2.88126363,3.597318478,2.512447201,4.952918162,2
3.469690129,3.755351418,5.100542355,3.534585877,5.186742282,2
3.337626872,3.091828657,0.015930278,3.010566268,4.51084907,2
2.396153752,2.947721257,3.597318478,3.207154881,3.998761811,2
3.418306211,3.779879922,6.079363026,2.782898977,5.239722267,2
3.579020023,3.803998357,5.100542355,3.010566268,5.015021868,2
3.17686768,3.111288804,4.536452756,2.782898977,4.421952246,2
2.617335303,3.011251858,0.015930278,2.512447201,4.673725654,2
2.809071561,2.738393051,3.597318478,1.121988689,4.225818693,2
3.691507328,3.652841446,4.536452756,2.179321054,4.888020349,2
2.995922289,3.011251858,4.536452756,1.121988689,3.998761811,2
3.60223009,3.962400836,5.100542355,1.121988689,4.952918162,2
2.828883941,2.811596184,3.597318478,2.512447201,4.952918162,2
3.864652301,3.598718984,5.820589433,4.126853079,5.015021868,2
3.431324781,3.570876807,5.100542355,3.207154881,5.131742301,2
2.396153752,2.661276076,3.597318478,2.782898977,4.421952246,2
3.494711698,3.779879922,5.100542355,2.512447201,5.239722267,2
3.734156183,3.827720211,5.100542355,2.512447201,5.239722267,2
2.848427922,2.634626353,3.597318478,1.745424791,3.998761811,2
3.405169095,3.692141161,4.536452756,3.38013964,5.074562163,2
3.161324429,3.292686297,3.597318478,3.534585877,5.074562163,2
3.555430438,3.528079389,5.100542355,2.512447201,5.387902078,2
2.828883941,2.858412922,0.015930278,2.179321054,4.327215936,2
2.617335303,2.634626353,0.015930278,2.782898977,4.673725654,2
3.145611893,3.309632062,0.015930278,2.512447201,4.225818693,2
3.192245255,2.990384302,3.597318478,3.207154881,4.51084907,2
3.874218074,3.755351418,5.505029055,3.207154881,5.340180098,2
3.431324781,3.513526727,3.597318478,2.782898977,5.478856426,2
3.702288322,3.940809181,3.597318478,3.674085263,5.340180098,2
2.905519811,2.738393051,3.597318478,2.179321054,3.998761811,2
2.905519811,3.052102727,0.015930278,2.179321054,4.594584687,2
3.911859251,3.874024884,3.597318478,3.38013964,5.131742301,2
2.905519811,3.011251858,4.536452756,2.179321054,4.116752535,2
2.396153752,2.811596184,4.536452756,2.179321054,4.225818693,2
2.867710678,2.969210477,0.015930278,1.121988689,4.327215936,2
3.309698996,3.612441136,5.100542355,3.010566268,5.131742301,2
3.702288322,3.779879922,5.820589433,3.534585877,5.645182497,2
3.030554589,3.20483668,4.536452756,2.512447201,4.51084907,2
3.567273444,3.598718984,3.597318478,3.801277257,5.015021868,2
3.237418328,3.309632062,5.100542355,2.782898977,4.594584687,2
3.658672365,3.705006715,4.536452756,3.534585877,4.888020349,2
2.498662814,2.858412922,4.536452756,1.745424791,4.116752535,2
2.788983306,2.634626353,3.597318478,1.745424791,3.197602997,2
2.924059176,3.072102424,3.597318478,3.207154881,4.225818693,2
2.523191109,2.687442436,4.536452756,2.782898977,4.421952246,2
3.030554589,2.969210477,4.536452756,0.001696287,4.51084907,2
2.684119085,2.787605491,3.597318478,1.745424791,4.327215936,2
3.785753206,3.940809181,3.597318478,3.207154881,5.074562163,2
3.507061606,3.483973474,4.536452756,3.38013964,5.239722267,2
2.788983306,2.903758045,4.536452756,3.38013964,4.421952246,2
3.469690129,3.483973474,5.100542355,3.674085263,4.673725654,2
3.145611893,3.27553912,5.820589433,0.001696287,4.748750079,2
2.768611386,2.903758045,3.597318478,2.782898977,4.421952246,2
3.309698996,3.692141161,5.100542355,3.674085263,4.820065115,2
2.036002369,2.787605491,3.597318478,2.512447201,4.116752535,2
3.281219799,3.556751598,5.505029055,3.207154881,4.748750079,2
3.81584827,3.652841446,5.820589433,3.38013964,5.340180098,2
2.848427922,2.83519445,4.536452756,2.512447201,4.421952246,2
3.17686768,2.811596184,3.597318478,1.121988689,4.327215936,2
2.924059176,2.947721257,4.536452756,3.38013964,4.225818693,2
2.8867391,3.292686297,4.536452756,3.207154881,4.594584687,2
3.047563888,3.149438892,6.489056752,3.207154881,4.888020349,2
3.418306211,3.513526727,5.100542355,3.010566268,5.186742282,2
3.567273444,3.453802146,3.597318478,3.207154881,5.239722267,2
3.81584827,3.528079389,4.536452756,3.38013964,5.015021868,2
3.252167074,3.542486721,5.100542355,3.010566268,4.888020349,2
2.44831855,2.579802991,4.536452756,2.782898977,3.72917172,2
3.825742047,3.705006715,5.100542355,3.207154881,4.594584687,2
3.192245255,3.556751598,6.079363026,2.179321054,4.888020349,2
2.396153752,2.787605491,5.100542355,2.179321054,3.572781561,2
3.323730512,3.326381093,4.536452756,3.207154881,4.51084907,2
2.594368915,2.687442436,3.597318478,1.121988689,3.572781561,2
3.765335298,3.679159843,4.536452756,3.534585877,5.522269909,2
2.72698369,2.83519445,3.597318478,2.179321054,4.421952246,2
2.867710678,2.661276076,0.015930278,1.745424791,4.673725654,2
2.8867391,2.947721257,3.597318478,3.010566268,3.72917172,2
2.828883941,3.309632062,3.597318478,2.512447201,4.820065115,2
3.613696582,3.705006715,3.597318478,3.801277257,5.434095908,2
3.81584827,3.791989539,6.079363026,3.010566268,5.290825392,2
2.617335303,2.55158974,4.536452756,2.179321054,4.327215936,2
3.567273444,3.791989539,4.536452756,3.674085263,4.952918162,2
2.788983306,2.88126363,3.597318478,3.207154881,4.116752535,2
2.662199536,2.811596184,4.536452756,2.782898977,3.72917172,2
3.337626872,3.528079389,5.505029055,2.512447201,5.074562163,2
3.712989348,3.951645401,3.597318478,3.534585877,4.952918162,2
3.444226923,3.391497915,5.505029055,3.207154881,4.51084907,2
2.924059176,2.947721257,3.597318478,3.38013964,4.594584687,2
2.473710272,2.925907106,3.597318478,2.512447201,3.72917172,2
2.617335303,2.463480366,3.597318478,3.010566268,3.870254764,2
2.25684038,2.763209099,4.536452756,2.782898977,3.72917172,2
3.405169095,3.528079389,6.079363026,3.207154881,5.015021868,2
3.207460648,3.168142177,5.820589433,3.534585877,4.594584687,2
3.625072658,3.851058314,3.597318478,3.918158538,4.51084907,2
3.519306691,3.896631566,6.079363026,3.38013964,4.594584687,2
3.734156183,3.90780344,5.820589433,3.534585877,5.074562163,2
3.555430438,3.528079389,3.597318478,2.512447201,4.51084907,2
3.691507328,3.779879922,5.820589433,3.38013964,4.888020349,2
3.579020023,3.542486721,6.079363026,3.918158538,5.015021868,2
3.17686768,3.186606089,4.536452756,2.512447201,4.748750079,2
3.81584827,3.705006715,5.100542355,3.38013964,5.794299967,2
3.378530444,3.342937904,3.597318478,2.512447201,4.327215936,2
2.571031002,2.463480366,0.015930278,1.745424791,3.572781561,2
3.17686768,3.168142177,5.100542355,3.38013964,4.594584687,2
2.905519811,2.990384302,4.536452756,2.782898977,3.72917172,2
3.734156183,3.639499987,3.597318478,3.674085263,5.605363917,2
3.835568436,3.730398661,5.100542355,3.674085263,5.721666979,2
3.252167074,3.483973474,5.100542355,3.38013964,4.594584687,2
